#name (cmd = mergePeaks -d given K27m3-1-peaks.txt K27m3-2-peaks.txt)	chr	start	end	strand	Stat	Parent files	Total subpeaks	K27m3-1-peaks.txt	K27m3-2-peaks.txt
Merged-chr11-76495340-1	chr11	76495187	76495493	+	10.500000	K27m3-2-peaks.txt	1		chr11-1836
Merged-chr14-66280022-1	chr14	66279869	66280175	+	11.800000	K27m3-2-peaks.txt	1		chr14-567
Merged-chr1-16093165-1	chr1	16093012	16093318	+	22.299999	K27m3-2-peaks.txt	1		chr1-467
Merged-chr11-83817828-1	chr11	83817675	83817981	+	9.290000	K27m3-2-peaks.txt	1		chr11-1846
Merged-chr11-87801150-1	chr11	87800997	87801303	+	10.500000	K27m3-2-peaks.txt	1		chr11-1849
Merged-chr14-105427203-1	chr14	105427050	105427356	+	11.800000	K27m3-2-peaks.txt	1		chr14-572
Merged-chr14-115039466-1	chr14	115039313	115039619	+	12.400000	K27m3-2-peaks.txt	1		chr14-573
Merged-chr14-7818618-1	chr14	7818465	7818771	+	12.400000	K27m3-2-peaks.txt	1		chr14-574
Merged-chr14-34632276-1	chr14	34632123	34632429	+	11.200000	K27m3-2-peaks.txt	1		chr14-582
Merged-chr14-57397487-1	chr14	57397334	57397640	+	11.200000	K27m3-2-peaks.txt	1		chr14-589
Merged-chr1-25829776-1	chr1	25829623	25829929	+	20.400000	K27m3-2-peaks.txt	1		chr1-486
Merged-chr14-61650016-1	chr14	61649863	61650169	+	9.910000	K27m3-2-peaks.txt	1		chr14-594
Merged-chr1-92909966-1	chr1	92909813	92910119	+	19.799999	K27m3-2-peaks.txt	1		chr1-490
Merged-chr9-43744843-1	chr9	43744690	43744996	+	29.700001	K27m3-2-peaks.txt	1		chr9-300
Merged-chr9-96888239-1	chr9	96888086	96888392	+	27.900000	K27m3-2-peaks.txt	1		chr9-304
Merged-chr9-107632088-1	chr9	107631935	107632241	+	29.700001	K27m3-2-peaks.txt	1		chr9-329
Merged-chr9-103009328-1	chr9	103009175	103009481	+	24.799999	K27m3-2-peaks.txt	1		chr9-342
Merged-chr9-70141335-1	chr9	70141182	70141488	+	25.400000	K27m3-2-peaks.txt	1		chr9-348
Merged-chr9-75610372-1	chr9	75610219	75610525	+	24.799999	K27m3-2-peaks.txt	1		chr9-349
Merged-chr9-44707666-1	chr9	44707513	44707819	+	23.500000	K27m3-2-peaks.txt	1		chr9-367
Merged-chr9-87144692-1	chr9	87144539	87144845	+	23.500000	K27m3-2-peaks.txt	1		chr9-371
Merged-chr9-20745751-1	chr9	20745598	20745904	+	26.000000	K27m3-2-peaks.txt	1		chr9-378
Merged-chr16-19997655-1	chr16	19997502	19997808	+	10.500000	K27m3-2-peaks.txt	1		chr16-508
Merged-chr16-20140562-1	chr16	20140409	20140715	+	9.910000	K27m3-2-peaks.txt	1		chr16-509
Merged-chr3-62199875-1	chr3	62199722	62200028	+	18.600000	K27m3-2-peaks.txt	1		chr3-400
Merged-chr3-89521228-1	chr3	89521075	89521381	+	18.600000	K27m3-2-peaks.txt	1		chr3-406
Merged-chr3-51702297-1	chr3	51702144	51702450	+	18.600000	K27m3-2-peaks.txt	1		chr3-417
Merged-chr16-37583898-1	chr16	37583745	37584051	+	10.500000	K27m3-2-peaks.txt	1		chr16-523
Merged-chr3-123690737-1	chr3	123690584	123690890	+	19.200001	K27m3-2-peaks.txt	1		chr3-430
Merged-chr3-143100839-1	chr3	143100686	143100992	+	21.100000	K27m3-2-peaks.txt	1		chr3-433
Merged-chr16-5473011-1	chr16	5472858	5473164	+	9.910000	K27m3-2-peaks.txt	1		chr16-545
Merged-chr3-102935903-1	chr3	102935750	102936056	+	17.299999	K27m3-2-peaks.txt	1		chr3-446
Merged-chr16-17070983-1	chr16	17070830	17071136	+	8.670000	K27m3-2-peaks.txt	1		chr16-550
Merged-chr3-58416068-1	chr3	58415915	58416221	+	18.000000	K27m3-2-peaks.txt	1		chr3-457
Merged-chr16-21795386-1	chr16	21795233	21795539	+	8.670000	K27m3-2-peaks.txt	1		chr16-560
Merged-chr16-30060909-1	chr16	30060756	30061062	+	8.670000	K27m3-2-peaks.txt	1		chr16-565
Merged-chr3-86918828-1	chr3	86918675	86918981	+	17.299999	K27m3-2-peaks.txt	1		chr3-461
Merged-chr3-88484282-1	chr3	88484129	88484435	+	17.299999	K27m3-2-peaks.txt	1		chr3-465
Merged-chr16-35590659-1	chr16	35590506	35590812	+	9.290000	K27m3-2-peaks.txt	1		chr16-575
Merged-chr16-36694949-1	chr16	36694796	36695102	+	9.910000	K27m3-2-peaks.txt	1		chr16-577
Merged-chr3-30599763-1	chr3	30599610	30599916	+	18.000000	K27m3-2-peaks.txt	1		chr3-474
Merged-chr10-130469872-1	chr10	130469719	130470025	+	13.000000	K27m3-2-peaks.txt	1		chr10-604
Merged-chr16-50483670-1	chr16	50483517	50483823	+	9.290000	K27m3-2-peaks.txt	1		chr16-582
Merged-chr16-65910659-1	chr16	65910506	65910812	+	9.290000	K27m3-2-peaks.txt	1		chr16-583
Merged-chr16-84943717-1	chr16	84943564	84943870	+	8.670000	K27m3-2-peaks.txt	1		chr16-585
Merged-chr16-91243109-1	chr16	91242956	91243262	+	9.290000	K27m3-2-peaks.txt	1		chr16-588
Merged-chr3-79288383-1	chr3	79288230	79288536	+	17.299999	K27m3-2-peaks.txt	1		chr3-481
Merged-chr10-34298438-1	chr10	34298285	34298591	+	13.000000	K27m3-2-peaks.txt	1		chr10-612
Merged-chr10-51589236-1	chr10	51589083	51589389	+	12.400000	K27m3-2-peaks.txt	1		chr10-615
Merged-chr16-10372223-1	chr16	10372070	10372376	+	8.670000	K27m3-2-peaks.txt	1		chr16-598
Merged-chr3-52195899-1	chr3	52195746	52196052	+	16.100000	K27m3-2-peaks.txt	1		chr3-495
Merged-chr10-77901530-1	chr10	77901377	77901683	+	11.200000	K27m3-2-peaks.txt	1		chr10-621
Merged-chr10-81407389-1	chr10	81407236	81407542	+	13.000000	K27m3-2-peaks.txt	1		chr10-630
Merged-chr10-26773568-1	chr10	26773415	26773721	+	12.400000	K27m3-2-peaks.txt	1		chr10-648
Merged-chr10-58233925-1	chr10	58233772	58234078	+	13.600000	K27m3-2-peaks.txt	1		chr10-652
Merged-chr10-78245439-1	chr10	78245286	78245592	+	12.400000	K27m3-2-peaks.txt	1		chr10-665
Merged-chr10-79594756-1	chr10	79594603	79594909	+	13.000000	K27m3-2-peaks.txt	1		chr10-668
Merged-chr10-87229989-1	chr10	87229836	87230142	+	11.800000	K27m3-2-peaks.txt	1		chr10-672
Merged-chr4-130246093-1	chr4	130245940	130246246	+	8.060000	K27m3-2-peaks.txt	1		chr4-2003
Merged-chr10-117045794-1	chr10	117045641	117045947	+	12.400000	K27m3-2-peaks.txt	1		chr10-680
Merged-chr10-118868370-1	chr10	118868217	118868523	+	11.800000	K27m3-2-peaks.txt	1		chr10-681
Merged-chr10-126619687-1	chr10	126619534	126619840	+	11.800000	K27m3-2-peaks.txt	1		chr10-685
Merged-chr4-135904195-1	chr4	135904042	135904348	+	7.440000	K27m3-2-peaks.txt	1		chr4-2020
Merged-chr4-137408760-1	chr4	137408607	137408913	+	9.290000	K27m3-2-peaks.txt	1		chr4-2028
Merged-chr4-137723345-1	chr4	137723192	137723498	+	9.290000	K27m3-2-peaks.txt	1		chr4-2029
Merged-chr4-139175337-1	chr4	139175184	139175490	+	9.290000	K27m3-2-peaks.txt	1		chr4-2037
Merged-chr4-140803295-1	chr4	140803142	140803448	+	8.060000	K27m3-2-peaks.txt	1		chr4-2041
Merged-chr5-113491543-1	chr5	113491390	113491696	+	28.500000	K27m3-2-peaks.txt	1		chr5-404
Merged-chr4-150157472-1	chr4	150157319	150157625	+	8.670000	K27m3-2-peaks.txt	1		chr4-2065
Merged-chr4-150878657-1	chr4	150878504	150878810	+	8.670000	K27m3-2-peaks.txt	1		chr4-2066
Merged-chr18-45561035-1	chr18	45560882	45561188	+	13.000000	K27m3-2-peaks.txt	1		chr18-521
Merged-chr18-45562091-1	chr18	45561938	45562244	+	13.600000	K27m3-2-peaks.txt	1		chr18-522
Merged-chr18-47537128-1	chr18	47536975	47537281	+	14.900000	K27m3-2-peaks.txt	1		chr18-523
Merged-chr18-53551813-1	chr18	53551660	53551966	+	13.000000	K27m3-2-peaks.txt	1		chr18-526
Merged-chr18-60500406-1	chr18	60500253	60500559	+	13.000000	K27m3-2-peaks.txt	1		chr18-528
Merged-chr18-60749102-1	chr18	60748949	60749255	+	14.300000	K27m3-2-peaks.txt	1		chr18-529
Merged-chr4-154675549-1	chr4	154675396	154675702	+	8.670000	K27m3-2-peaks.txt	1		chr4-2077
Merged-chr18-73755222-1	chr18	73755069	73755375	+	13.000000	K27m3-2-peaks.txt	1		chr18-536
Merged-chr5-35524591-1	chr5	35524438	35524744	+	26.000000	K27m3-2-peaks.txt	1		chr5-438
Merged-chr4-3936344-1	chr4	3936191	3936497	+	7.440000	K27m3-2-peaks.txt	1		chr4-2085
Merged-chr4-8661212-1	chr4	8661059	8661365	+	8.670000	K27m3-2-peaks.txt	1		chr4-2086
Merged-chr4-19569045-1	chr4	19568892	19569198	+	8.060000	K27m3-2-peaks.txt	1		chr4-2097
Merged-chr18-46727787-1	chr18	46727634	46727940	+	11.800000	K27m3-2-peaks.txt	1		chr18-566
Merged-chr5-134987368-1	chr5	134987215	134987521	+	27.299999	K27m3-2-peaks.txt	1		chr5-463
Merged-chr5-39644014-1	chr5	39643861	39644167	+	26.600000	K27m3-2-peaks.txt	1		chr5-469
Merged-chr18-73622570-1	chr18	73622417	73622723	+	13.600000	K27m3-2-peaks.txt	1		chr18-577
Merged-chr5-92603904-1	chr5	92603751	92604057	+	26.600000	K27m3-2-peaks.txt	1		chr5-473
Merged-chr5-26818347-1	chr5	26818194	26818500	+	25.400000	K27m3-2-peaks.txt	1		chr5-479
Merged-chr5-65132377-1	chr5	65132224	65132530	+	26.000000	K27m3-2-peaks.txt	1		chr5-482
Merged-chr5-103692829-1	chr5	103692676	103692982	+	25.400000	K27m3-2-peaks.txt	1		chr5-486
Merged-chr5-27049673-1	chr5	27049520	27049826	+	24.799999	K27m3-2-peaks.txt	1		chr5-490
Merged-chr12-26414647-1	chr12	26414494	26414800	+	11.800000	K27m3-2-peaks.txt	1		chr12-623
Merged-chr12-33929033-1	chr12	33928880	33929186	+	13.000000	K27m3-2-peaks.txt	1		chr12-625
Merged-chr12-46399022-1	chr12	46398869	46399175	+	13.600000	K27m3-2-peaks.txt	1		chr12-658
Merged-chr12-46817311-1	chr12	46817158	46817464	+	11.800000	K27m3-2-peaks.txt	1		chr12-659
Merged-chr12-50944205-1	chr12	50944052	50944358	+	12.400000	K27m3-2-peaks.txt	1		chr12-660
Merged-chr12-76434492-1	chr12	76434339	76434645	+	12.400000	K27m3-2-peaks.txt	1		chr12-667
Merged-chr12-84192341-1	chr12	84192188	84192494	+	11.800000	K27m3-2-peaks.txt	1		chr12-674
Merged-chr12-99645837-1	chr12	99645684	99645990	+	12.400000	K27m3-2-peaks.txt	1		chr12-681
Merged-chr12-102704618-1	chr12	102704465	102704771	+	11.800000	K27m3-2-peaks.txt	1		chr12-682
Merged-chr12-110736204-1	chr12	110736051	110736357	+	13.000000	K27m3-2-peaks.txt	1		chr12-689
Merged-chr12-5411049-1	chr12	5410896	5411202	+	12.400000	K27m3-2-peaks.txt	1		chr12-698
Merged-chr7-144938273-1	chr7	144938120	144938426	+	28.500000	K27m3-2-peaks.txt	1		chr7-422
Merged-chr7-139248829-1	chr7	139248676	139248982	+	26.000000	K27m3-2-peaks.txt	1		chr7-434
Merged-chr7-144679665-1	chr7	144679512	144679818	+	25.400000	K27m3-2-peaks.txt	1		chr7-436
Merged-chr7-118447957-1	chr7	118447804	118448110	+	26.600000	K27m3-2-peaks.txt	1		chr7-446
Merged-chr7-142283353-1	chr7	142283200	142283506	+	25.400000	K27m3-2-peaks.txt	1		chr7-450
Merged-chr7-13045043-1	chr7	13044890	13045196	+	24.799999	K27m3-2-peaks.txt	1		chr7-453
Merged-chr7-24636918-1	chr7	24636765	24637071	+	26.000000	K27m3-2-peaks.txt	1		chr7-454
Merged-chr7-45628312-1	chr7	45628159	45628465	+	25.400000	K27m3-2-peaks.txt	1		chr7-456
Merged-chr7-84528247-1	chr7	84528094	84528400	+	24.200001	K27m3-2-peaks.txt	1		chr7-460
Merged-chr14-70544756-1	chr14	70544603	70544909	+	11.800000	K27m3-2-peaks.txt	1		chr14-600
Merged-chr14-70641620-1	chr14	70641467	70641773	+	11.200000	K27m3-2-peaks.txt	1		chr14-601
Merged-chr14-70652397-1	chr14	70652244	70652550	+	11.800000	K27m3-2-peaks.txt	1		chr14-602
Merged-chr7-118994419-1	chr7	118994266	118994572	+	23.500000	K27m3-2-peaks.txt	1		chr7-482
Merged-chr7-125552748-1	chr7	125552595	125552901	+	22.900000	K27m3-2-peaks.txt	1		chr7-484
Merged-chr7-142371503-1	chr7	142371350	142371656	+	24.200001	K27m3-2-peaks.txt	1		chr7-488
Merged-chr14-25799395-1	chr14	25799242	25799548	+	10.500000	K27m3-2-peaks.txt	1		chr14-615
Merged-chr14-33978338-1	chr14	33978185	33978491	+	11.200000	K27m3-2-peaks.txt	1		chr14-625
Merged-chr14-45746055-1	chr14	45745902	45746208	+	12.400000	K27m3-2-peaks.txt	1		chr14-629
Merged-chr1-167661145-1	chr1	167660992	167661298	+	21.100000	K27m3-2-peaks.txt	1		chr1-520
Merged-chr11-104309982-1	chr11	104309829	104310135	+	8.670000	K27m3-2-peaks.txt	1		chr11-1903
Merged-chr11-109613666-1	chr11	109613513	109613819	+	9.290000	K27m3-2-peaks.txt	1		chr11-1911
Merged-chr1-106173892-1	chr1	106173739	106174045	+	20.400000	K27m3-2-peaks.txt	1		chr1-537
Merged-chr11-116013458-1	chr11	116013305	116013611	+	9.910000	K27m3-2-peaks.txt	1		chr11-1918
Merged-chr14-66044157-1	chr14	66044004	66044310	+	9.910000	K27m3-2-peaks.txt	1		chr14-643
Merged-chr14-72711868-1	chr14	72711715	72712021	+	12.400000	K27m3-2-peaks.txt	1		chr14-647
Merged-chr1-46088382-1	chr1	46088229	46088535	+	18.000000	K27m3-2-peaks.txt	1		chr1-547
Merged-chr11-118477879-1	chr11	118477726	118478032	+	9.910000	K27m3-2-peaks.txt	1		chr11-1925
Merged-chr14-101378611-1	chr14	101378458	101378764	+	9.910000	K27m3-2-peaks.txt	1		chr14-651
Merged-chr14-5962656-1	chr14	5962503	5962809	+	11.800000	K27m3-2-peaks.txt	1		chr14-657
Merged-chr1-89581714-1	chr1	89581561	89581867	+	19.200001	K27m3-2-peaks.txt	1		chr1-550
Merged-chr1-133032801-1	chr1	133032648	133032954	+	19.799999	K27m3-2-peaks.txt	1		chr1-554
Merged-chr1-153652493-1	chr1	153652340	153652646	+	19.200001	K27m3-2-peaks.txt	1		chr1-557
Merged-chr11-4135963-1	chr11	4135810	4136116	+	8.060000	K27m3-2-peaks.txt	1		chr11-1933
Merged-chr14-18893010-1	chr14	18892857	18893163	+	10.500000	K27m3-2-peaks.txt	1		chr14-661
Merged-chr1-177443896-1	chr1	177443743	177444049	+	18.000000	K27m3-2-peaks.txt	1		chr1-561
Merged-chr11-33589622-1	chr11	33589469	33589775	+	9.290000	K27m3-2-peaks.txt	1		chr11-1945
Merged-chr11-34074288-1	chr11	34074135	34074441	+	8.670000	K27m3-2-peaks.txt	1		chr11-1946
Merged-chr14-35727501-1	chr14	35727348	35727654	+	10.500000	K27m3-2-peaks.txt	1		chr14-674
Merged-chr14-43361130-1	chr14	43360977	43361283	+	11.200000	K27m3-2-peaks.txt	1		chr14-675
Merged-chr14-45566073-1	chr14	45565920	45566226	+	10.500000	K27m3-2-peaks.txt	1		chr14-677
Merged-chr14-45747506-1	chr14	45747353	45747659	+	9.910000	K27m3-2-peaks.txt	1		chr14-678
Merged-chr1-15892443-1	chr1	15892290	15892596	+	18.600000	K27m3-2-peaks.txt	1		chr1-571
Merged-chr14-48857389-1	chr14	48857236	48857542	+	10.500000	K27m3-2-peaks.txt	1		chr14-683
Merged-chr14-49527066-1	chr14	49526913	49527219	+	10.500000	K27m3-2-peaks.txt	1		chr14-684
Merged-chr1-132391119-1	chr1	132390966	132391272	+	18.000000	K27m3-2-peaks.txt	1		chr1-583
Merged-chr1-165283227-1	chr1	165283074	165283380	+	18.000000	K27m3-2-peaks.txt	1		chr1-588
Merged-chr11-61194309-1	chr11	61194156	61194462	+	9.290000	K27m3-2-peaks.txt	1		chr11-1969
Merged-chr14-55712582-1	chr14	55712429	55712735	+	9.910000	K27m3-2-peaks.txt	1		chr14-693
Merged-chr14-61169229-1	chr14	61169076	61169382	+	9.910000	K27m3-2-peaks.txt	1		chr14-697
Merged-chr14-61557937-1	chr14	61557784	61558090	+	11.200000	K27m3-2-peaks.txt	1		chr14-699
Merged-chr11-62647528-1	chr11	62647375	62647681	+	8.670000	K27m3-2-peaks.txt	1		chr11-1971
Merged-chr1-42492853-1	chr1	42492700	42493006	+	17.299999	K27m3-2-peaks.txt	1		chr1-598
Merged-chr11-68900243-1	chr11	68900090	68900396	+	8.670000	K27m3-2-peaks.txt	1		chr11-1981
Merged-chr11-69284365-1	chr11	69284212	69284518	+	9.910000	K27m3-2-peaks.txt	1		chr11-1984
Merged-chr11-75453624-1	chr11	75453471	75453777	+	9.290000	K27m3-2-peaks.txt	1		chr11-1994
Merged-chr9-87143929-1	chr9	87143776	87144082	+	21.700001	K27m3-2-peaks.txt	1		chr9-413
Merged-chr9-54285961-1	chr9	54285808	54286114	+	22.299999	K27m3-2-peaks.txt	1		chr9-430
Merged-chr9-70656207-1	chr9	70656054	70656360	+	21.700001	K27m3-2-peaks.txt	1		chr9-449
Merged-chr9-95749500-1	chr9	95749347	95749653	+	20.400000	K27m3-2-peaks.txt	1		chr9-453
Merged-chr9-54287270-1	chr9	54287117	54287423	+	21.100000	K27m3-2-peaks.txt	1		chr9-461
Merged-chr9-75072508-1	chr9	75072355	75072661	+	20.400000	K27m3-2-peaks.txt	1		chr9-469
Merged-chr9-92541271-1	chr9	92541118	92541424	+	20.400000	K27m3-2-peaks.txt	1		chr9-474
Merged-chr16-11037499-1	chr16	11037346	11037652	+	8.670000	K27m3-2-peaks.txt	1		chr16-600
Merged-chr3-97681414-1	chr3	97681261	97681567	+	16.700001	K27m3-2-peaks.txt	1		chr3-503
Merged-chr16-18723044-1	chr16	18722891	18723197	+	9.290000	K27m3-2-peaks.txt	1		chr16-614
Merged-chr3-19695729-1	chr3	19695576	19695882	+	14.300000	K27m3-2-peaks.txt	1		chr3-510
Merged-chr3-60501944-1	chr3	60501791	60502097	+	16.700001	K27m3-2-peaks.txt	1		chr3-514
Merged-chr9-56993972-1	chr9	56993819	56994125	+	19.799999	K27m3-2-peaks.txt	1		chr9-490
Merged-chr9-66918108-1	chr9	66917955	66918261	+	20.400000	K27m3-2-peaks.txt	1		chr9-494
Merged-chr3-95159338-1	chr3	95159185	95159491	+	15.500000	K27m3-2-peaks.txt	1		chr3-522
Merged-chr3-102205828-1	chr3	102205675	102205981	+	15.500000	K27m3-2-peaks.txt	1		chr3-526
Merged-chr3-115714158-1	chr3	115714005	115714311	+	15.500000	K27m3-2-peaks.txt	1		chr3-527
Merged-chr3-146107408-1	chr3	146107255	146107561	+	15.500000	K27m3-2-peaks.txt	1		chr3-532
Merged-chr3-152106362-1	chr3	152106209	152106515	+	15.500000	K27m3-2-peaks.txt	1		chr3-533
Merged-chr16-55894251-1	chr16	55894098	55894404	+	7.440000	K27m3-2-peaks.txt	1		chr16-656
Merged-chr3-88365341-1	chr3	88365188	88365494	+	14.300000	K27m3-2-peaks.txt	1		chr3-550
Merged-chr3-89187415-1	chr3	89187262	89187568	+	14.300000	K27m3-2-peaks.txt	1		chr3-551
Merged-chr3-90388483-1	chr3	90388330	90388636	+	14.900000	K27m3-2-peaks.txt	1		chr3-552
Merged-chr3-100686744-1	chr3	100686591	100686897	+	16.100000	K27m3-2-peaks.txt	1		chr3-557
Merged-chr16-76144257-1	chr16	76144104	76144410	+	8.060000	K27m3-2-peaks.txt	1		chr16-662
Merged-chr3-137781328-1	chr3	137781175	137781481	+	16.700001	K27m3-2-peaks.txt	1		chr3-566
Merged-chr16-6270806-1	chr16	6270653	6270959	+	8.060000	K27m3-2-peaks.txt	1		chr16-678
Merged-chr16-7352733-1	chr16	7352580	7352886	+	8.060000	K27m3-2-peaks.txt	1		chr16-679
Merged-chr3-89159550-1	chr3	89159397	89159703	+	13.000000	K27m3-2-peaks.txt	1		chr3-580
Merged-chr3-154664896-1	chr3	154664743	154665049	+	13.000000	K27m3-2-peaks.txt	1		chr3-592
Merged-chr3-30856745-1	chr3	30856592	30856898	+	13.000000	K27m3-2-peaks.txt	1		chr3-598
Merged-chr10-92162586-1	chr10	92162433	92162739	+	10.500000	K27m3-2-peaks.txt	1		chr10-720
Merged-chr10-127751023-1	chr10	127750870	127751176	+	11.200000	K27m3-2-peaks.txt	1		chr10-733
Merged-chr10-18021705-1	chr10	18021552	18021858	+	10.500000	K27m3-2-peaks.txt	1		chr10-738
Merged-chr10-20147583-1	chr10	20147430	20147736	+	11.200000	K27m3-2-peaks.txt	1		chr10-741
Merged-chr10-23978866-1	chr10	23978713	23979019	+	10.500000	K27m3-2-peaks.txt	1		chr10-744
Merged-chr10-38966688-1	chr10	38966535	38966841	+	11.200000	K27m3-2-peaks.txt	1		chr10-747
Merged-chr10-43667822-1	chr10	43667669	43667975	+	11.200000	K27m3-2-peaks.txt	1		chr10-751
Merged-chr10-63192939-1	chr10	63192786	63193092	+	9.910000	K27m3-2-peaks.txt	1		chr10-765
Merged-chr10-70448575-1	chr10	70448422	70448728	+	11.800000	K27m3-2-peaks.txt	1		chr10-767
Merged-chr10-77522535-1	chr10	77522382	77522688	+	11.200000	K27m3-2-peaks.txt	1		chr10-772
Merged-chr10-81135229-1	chr10	81135076	81135382	+	11.200000	K27m3-2-peaks.txt	1		chr10-779
Merged-chr10-81136244-1	chr10	81136091	81136397	+	10.500000	K27m3-2-peaks.txt	1		chr10-780
Merged-chr10-85927571-1	chr10	85927418	85927724	+	11.800000	K27m3-2-peaks.txt	1		chr10-786
Merged-chr10-111533575-1	chr10	111533422	111533728	+	11.200000	K27m3-2-peaks.txt	1		chr10-791
Merged-chr10-125903609-1	chr10	125903456	125903762	+	11.200000	K27m3-2-peaks.txt	1		chr10-799
Merged-chr4-46628447-1	chr4	46628294	46628600	+	7.440000	K27m3-2-peaks.txt	1		chr4-2129
Merged-chr4-49480005-1	chr4	49479852	49480158	+	7.440000	K27m3-2-peaks.txt	1		chr4-2131
Merged-chr4-59189684-1	chr4	59189531	59189837	+	8.060000	K27m3-2-peaks.txt	1		chr4-2141
Merged-chr5-115234882-1	chr5	115234729	115235035	+	24.799999	K27m3-2-peaks.txt	1		chr5-502
Merged-chr5-120410298-1	chr5	120410145	120410451	+	24.200001	K27m3-2-peaks.txt	1		chr5-503
Merged-chr5-120695372-1	chr5	120695219	120695525	+	24.799999	K27m3-2-peaks.txt	1		chr5-504
Merged-chr5-131615822-1	chr5	131615669	131615975	+	24.799999	K27m3-2-peaks.txt	1		chr5-505
Merged-chr4-88550794-1	chr4	88550641	88550947	+	7.440000	K27m3-2-peaks.txt	1		chr4-2155
Merged-chr7-45651891-1	chr7	45651738	45652044	+	8.060000	K27m3-2-peaks.txt	1		chr7-2001
Merged-chr7-45819888-1	chr7	45819735	45820041	+	7.440000	K27m3-2-peaks.txt	1		chr7-2002
Merged-chr7-46011449-1	chr7	46011296	46011602	+	8.060000	K27m3-2-peaks.txt	1		chr7-2003
Merged-chr18-54953092-1	chr18	54952939	54953245	+	12.400000	K27m3-2-peaks.txt	1		chr18-614
Merged-chr18-57133896-1	chr18	57133743	57134049	+	11.800000	K27m3-2-peaks.txt	1		chr18-615
Merged-chr18-66405259-1	chr18	66405106	66405412	+	12.400000	K27m3-2-peaks.txt	1		chr18-619
Merged-chr4-96984077-1	chr4	96983924	96984230	+	8.060000	K27m3-2-peaks.txt	1		chr4-2160
Merged-chr7-65370141-1	chr7	65369988	65370294	+	7.440000	K27m3-2-peaks.txt	1		chr7-2019
Merged-chr18-67935118-1	chr18	67934965	67935271	+	11.200000	K27m3-2-peaks.txt	1		chr18-622
Merged-chr18-70052674-1	chr18	70052521	70052827	+	11.200000	K27m3-2-peaks.txt	1		chr18-623
Merged-chr4-108143846-1	chr4	108143693	108143999	+	6.820000	K27m3-2-peaks.txt	1		chr4-2175
Merged-chr18-35977133-1	chr18	35976980	35977286	+	13.000000	K27m3-2-peaks.txt	1		chr18-638
Merged-chr5-144357482-1	chr5	144357329	144357635	+	24.200001	K27m3-2-peaks.txt	1		chr5-532
Merged-chr4-110045129-1	chr4	110044976	110045282	+	8.060000	K27m3-2-peaks.txt	1		chr4-2181
Merged-chr4-115783903-1	chr4	115783750	115784056	+	7.440000	K27m3-2-peaks.txt	1		chr4-2188
Merged-chr7-75457076-1	chr7	75456923	75457229	+	8.670000	K27m3-2-peaks.txt	1		chr7-2035
Merged-chr4-116077076-1	chr4	116076923	116077229	+	8.060000	K27m3-2-peaks.txt	1		chr4-2191
Merged-chr18-43208372-1	chr18	43208219	43208525	+	11.200000	K27m3-2-peaks.txt	1		chr18-655
Merged-chr18-44827346-1	chr18	44827193	44827499	+	11.200000	K27m3-2-peaks.txt	1		chr18-656
Merged-chr5-72648539-1	chr5	72648386	72648692	+	21.700001	K27m3-2-peaks.txt	1		chr5-556
Merged-chr7-80247143-1	chr7	80246990	80247296	+	7.440000	K27m3-2-peaks.txt	1		chr7-2050
Merged-chr7-82908925-1	chr7	82908772	82909078	+	8.060000	K27m3-2-peaks.txt	1		chr7-2055
Merged-chr7-83769003-1	chr7	83768850	83769156	+	8.060000	K27m3-2-peaks.txt	1		chr7-2056
Merged-chr7-83770200-1	chr7	83770047	83770353	+	7.440000	K27m3-2-peaks.txt	1		chr7-2057
Merged-chr7-84982595-1	chr7	84982442	84982748	+	8.060000	K27m3-2-peaks.txt	1		chr7-2058
Merged-chr18-78755283-1	chr18	78755130	78755436	+	12.400000	K27m3-2-peaks.txt	1		chr18-667
Merged-chr5-110342796-1	chr5	110342643	110342949	+	22.299999	K27m3-2-peaks.txt	1		chr5-563
Merged-chr7-90478899-1	chr7	90478746	90479052	+	8.060000	K27m3-2-peaks.txt	1		chr7-2060
Merged-chr7-95715366-1	chr7	95715213	95715519	+	8.060000	K27m3-2-peaks.txt	1		chr7-2063
Merged-chr18-15313990-1	chr18	15313837	15314143	+	9.910000	K27m3-2-peaks.txt	1		chr18-673
Merged-chr5-52369360-1	chr5	52369207	52369513	+	22.299999	K27m3-2-peaks.txt	1		chr5-576
Merged-chr12-24648926-1	chr12	24648773	24649079	+	11.800000	K27m3-2-peaks.txt	1		chr12-702
Merged-chr12-46820759-1	chr12	46820606	46820912	+	13.000000	K27m3-2-peaks.txt	1		chr12-704
Merged-chr5-110342075-1	chr5	110341922	110342228	+	21.700001	K27m3-2-peaks.txt	1		chr5-588
Merged-chr12-76151874-1	chr12	76151721	76152027	+	11.800000	K27m3-2-peaks.txt	1		chr12-713
Merged-chr18-37955506-1	chr18	37955353	37955659	+	11.800000	K27m3-2-peaks.txt	1		chr18-690
